Task,who id,what id,Related association,Due date,Task sub type,description,Status,Priority
task 748,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 749,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 750,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 751,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 752,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 753,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 754,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 755,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 756,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 757,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 758,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 759,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 760,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 761,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 762,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 763,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 764,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 765,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 766,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 767,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 768,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 769,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 770,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 771,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 772,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 773,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 774,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 775,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 776,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 777,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 778,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 779,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 780,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 781,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 782,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 783,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 784,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 785,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 786,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 787,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 788,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 789,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 790,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 791,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 792,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 793,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 794,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 795,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 796,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 797,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 798,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 799,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 800,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 801,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 802,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 803,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 804,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 805,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 806,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 807,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 808,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 809,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 810,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 811,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 812,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 813,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 814,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 815,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 816,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 817,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 818,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 819,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 820,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 821,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 822,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 823,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 824,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 825,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 826,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 827,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 828,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 829,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 830,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 831,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 832,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 833,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 834,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 835,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 836,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 837,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 838,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 839,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 840,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 841,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 842,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 843,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 844,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 845,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 846,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 847,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 848,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 849,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 850,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 851,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 852,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 853,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 854,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 855,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 856,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 857,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 858,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 859,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 860,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 861,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 862,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 863,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 864,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 865,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 866,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 867,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 868,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 869,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 870,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 871,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 872,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 873,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 874,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 875,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 876,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 877,,,0013C00000mXBfsQAG,11/7/2022,task,"max, martha , pothos should be assigned with the deal",In-progress,Normal
